단축코드,한글 종목명,한글 종목약명,시장구분
16090,대현보통주,대현,KOSPI
16100,리더스코스메틱,리더스코스메틱,KOSDAQ
16250,에스지씨이테크건설,SGC이테크건설,KOSDAQ
16360,삼성증권보통주,삼성증권,KOSPI
16380,KG스틸보통주,KG스틸,KOSPI
16385,KG스틸1우선주,KG스틸우,KOSPI
16450,한세예스24홀딩스보통주,한세예스24홀딩스,KOSPI
16580,환인제약보통주,환인제약,KOSPI
16590,신대양제지보통주,신대양제지,KOSPI
16600,큐캐피탈파트너스,큐캐피탈,KOSDAQ
16610,DB금융투자보통주,DB금융투자,KOSPI
16670,디모아,디모아,KOSDAQ
16710,대성홀딩스보통주,대성홀딩스,KOSPI
16740,두올보통주,두올,KOSPI
16790,현대사료,현대사료,KOSDAQ
16800,퍼시스보통주,퍼시스,KOSPI
16880,웅진보통주,웅진,KOSPI
16920,카스,카스,KOSDAQ
17000,신원종합개발,신원종합개발,KOSDAQ
17040,광명전기보통주,광명전기,KOSPI
17180,명문제약 보통주,명문제약,KOSPI
17250,인터엠,인터엠,KOSDAQ
17370,우신시스템보통주,우신시스템,KOSPI
17390,서울도시가스보통주,서울가스,KOSPI
17480,삼현철강,삼현철강,KOSDAQ
17510,세명전기공업,세명전기,KOSDAQ
17550,수산중공업보통주,수산중공업,KOSPI
17650,대림제지,대림제지,KOSDAQ
17670,SK텔레콤보통주,SK텔레콤,KOSPI
17800,현대엘리베이터보통주,현대엘리베이,KOSPI
17810,풀무원보통주,풀무원,KOSPI
17890,한국알콜산업,한국알콜,KOSDAQ
17900,광전자보통주,광전자,KOSPI
17940,E1보통주,E1,KOSPI
17960,한국카본보통주,한국카본,KOSPI
18000,유니슨,유니슨,KOSDAQ
18120,진로발효,진로발효,KOSDAQ
18250,애경산업보통주,애경산업,KOSPI
18260,삼성에스디에스보통주,삼성에스디에스,KOSPI
18290,브이티지엠피,브이티지엠피,KOSDAQ
18310,삼목에스폼,삼목에스폼,KOSDAQ
18470,조일알미늄보통주,조일알미늄,KOSPI
18500,동원금속보통주,동원금속,KOSPI
18620,우진비앤지,우진비앤지,KOSDAQ
18670,SK가스보통주,SK가스,KOSPI
18680,서울제약,서울제약,KOSDAQ
18700,바른손,바른손,KOSDAQ
18880,한온시스템보통주,한온시스템,KOSPI
19010,베뉴지,베뉴지,KOSDAQ
19170,신풍제약보통주,신풍제약,KOSPI
19175,신풍제약1우선주,신풍제약우,KOSPI
19180,티에이치엔보통주,티에이치엔,KOSPI
19210,와이지-원,와이지-원,KOSDAQ
19440,세아특수강보통주,세아특수강,KOSPI
19490,하이트론씨스템즈보통주,하이트론,KOSPI
19540,일지테크,일지테크,KOSDAQ
19550,에스비아이인베스트먼트,SBI인베스트먼트,KOSDAQ
19570,리더스 기술투자,리더스 기술투자,KOSDAQ
19590,엠벤처투자,엠벤처투자,KOSDAQ
19660,글로본,글로본,KOSDAQ
19680,대교보통주,대교,KOSPI
19685,대교우선주(신형),대교우B,KOSPI
19770,서연탑메탈,서연탑메탈,KOSDAQ
19990,에너토크,에너토크,KOSDAQ
20000,한섬보통주,한섬,KOSPI
20120,키다리스튜디오보통주,키다리스튜디오,KOSPI
20150,일진머티리얼즈보통주,일진머티리얼즈,KOSPI
20180,대신정보통신,대신정보통신,KOSDAQ
20400,대동금속,대동금속,KOSDAQ
20560,아시아나항공 보통주,아시아나항공,KOSPI
20710,시공테크,시공테크,KOSDAQ
20760,일진디스플레이보통주,일진디스플,KOSPI
21040,대호특수강,대호특수강,KOSDAQ
21045,대호특수강1우선주,대호특수강우,KOSDAQ
21050,서원보통주,서원,KOSPI
21080,에이티넘인베스트먼트,에이티넘인베스트,KOSDAQ
21240,코웨이보통주,코웨이,KOSPI
21320,케이씨씨건설,KCC건설,KOSDAQ
21650,한국큐빅,한국큐빅,KOSDAQ
21820,세원정공보통주,세원정공,KOSPI
21880,메이슨캐피탈,메이슨캐피탈,KOSDAQ
22100,포스코아이씨티,포스코 ICT,KOSDAQ
22220,티케이지애강,TKG애강,KOSDAQ
23000,삼원강재 보통주,삼원강재,KOSPI
23150,MH에탄올보통주,MH에탄올,KOSPI
23160,태광,태광,KOSDAQ
23350,한국종합기술보통주,한국종합기술,KOSPI
23410,유진기업,유진기업,KOSDAQ
23440,제이스코홀딩스,제이스코홀딩스,KOSDAQ
23450,주식회사동남합성,동남합성,KOSPI
23460,씨앤에이치,CNH,KOSDAQ
23530,롯데쇼핑 보통주,롯데쇼핑,KOSPI
23590,다우기술보통주,다우기술,KOSPI
23600,삼보판지,삼보판지,KOSDAQ
23760,한국캐피탈,한국캐피탈,KOSDAQ
23770,플레이위드,플레이위드,KOSDAQ
23790,동일철강,동일철강,KOSDAQ
23800,인지컨트롤스보통주,인지컨트롤스,KOSPI
23810,인팩보통주,인팩,KOSPI
23900,풍국주정공업,풍국주정,KOSDAQ
23910,대한약품공업,대한약품,KOSDAQ
23960,에쓰씨엔지니어링보통주,에쓰씨엔지니어링,KOSPI
24060,흥구석유,흥구석유,KOSDAQ
24070,WISCOM보통주,WISCOM,KOSPI
24090,디씨엠보통주,디씨엠,KOSPI
24110,중소기업은행보통주,기업은행,KOSPI
24120,KB오토시스,KB오토시스,KOSDAQ
24720,한국콜마홀딩스보통주,한국콜마홀딩스,KOSPI
24740,한일단조공업,한일단조,KOSDAQ
24800,유성티엔에스,유성티엔에스,KOSDAQ
24810,이화전기공업,이화전기,KOSDAQ
24830,세원물산,세원물산,KOSDAQ
24840,케이비아이메탈,KBI메탈,KOSDAQ
24850,피에스엠씨,피에스엠씨,KOSDAQ
24880,케이피에프,케이피에프,KOSDAQ
24890,대원화성보통주,대원화성,KOSPI
24900,덕양산업보통주,덕양산업,KOSPI
24910,경창산업,경창산업,KOSDAQ
24940,피엔풍년,PN풍년,KOSDAQ
24950,삼천리자전거,삼천리자전거,KOSDAQ
25000,KPX케미칼보통주,KPX케미칼,KOSPI
25320,시노펙스,시노펙스,KOSDAQ
25440,대성엘텍,대성엘텍,KOSDAQ
25530,SJM홀딩스보통주,SJM홀딩스,KOSPI
25540,한국단자공업보통주,한국단자,KOSPI
25550,한국선재,한국선재,KOSDAQ
25560,미래산업보통주,미래산업,KOSPI
25620,제이준코스메틱보통주,제이준코스메틱,KOSPI
25750,한솔홈데코보통주,한솔홈데코,KOSPI
25770,한국정보통신,한국정보통신,KOSDAQ
25820,이구산업보통주,이구산업,KOSPI
25860,남해화학보통주,남해화학,KOSPI
25870,신라에스지,신라에스지,KOSDAQ
25880,케이씨피드,케이씨피드,KOSDAQ
25890,한국주강보통주,한국주강,KOSPI
25900,동화기업,동화기업,KOSDAQ
25950,동신건설,동신건설,KOSDAQ
25980,아난티,아난티,KOSDAQ
26040,제이에스티나,제이에스티나,KOSDAQ
26150,특수건설,특수건설,KOSDAQ
26890,스틱인베스트먼트보통주,스틱인베스트먼트,KOSPI
26910,광진실업,광진실업,KOSDAQ
26940,부국철강 보통주,부국철강,KOSPI
26960,동서보통주,동서,KOSPI
27040,서울전자통신,서울전자통신,KOSDAQ
27050,코리아나화장품,코리아나,KOSDAQ
27360,아주아이비투자,아주IB투자,KOSDAQ
27410,BGF보통주,BGF,KOSPI
27580,상보,상보,KOSDAQ
27710,팜스토리,팜스토리,KOSDAQ
27740,마니커보통주,마니커,KOSPI
27830,대성창업투자,대성창투,KOSDAQ
27970,세하보통주,세하,KOSPI
28050,삼성엔지니어링보통주,삼성엔지니어링,KOSPI
28080,휴맥스홀딩스,휴맥스홀딩스,KOSDAQ
28100,동아지질보통주,동아지질,KOSPI
28260,삼성물산보통주,삼성물산,KOSPI
28300,에이치엘비,HLB,KOSDAQ
28670,팬오션보통주,팬오션,KOSPI
29460,케이씨보통주,케이씨,KOSPI
29480,광무,광무,KOSDAQ
29530,신도리코보통주,신도리코,KOSPI
29780,삼성카드 보통주,삼성카드,KOSPI
29960,코엔텍,코엔텍,KOSDAQ
30000,제일기획보통주,제일기획,KOSPI
30190,나이스평가정보,NICE평가정보,KOSDAQ
30200,케이티보통주,KT,KOSPI
30210,다올투자증권보통주,다올투자증권,KOSPI
30350,드래곤플라이,드래곤플라이,KOSDAQ
30520,한글과컴퓨터,한글과컴퓨터,KOSDAQ
30530,원익홀딩스,원익홀딩스,KOSDAQ
30610,교보증권보통주,교보증권,KOSPI
30720,동원수산보통주,동원수산,KOSPI
30790,비케이탑스보통주,비케이탑스,KOSPI
30960,양지사,양지사,KOSDAQ
31310,아이즈비전,아이즈비전,KOSDAQ
31330,에스에이엠티,에스에이엠티,KOSDAQ
31430,신세계인터내셔날보통주,신세계인터내셔날,KOSPI
31440,신세계푸드보통주,신세계푸드,KOSPI
31510,오스템,오스템,KOSDAQ
31820,콤텍시스템보통주,콤텍시스템,KOSPI
31860,엔에스엔,엔에스엔,KOSDAQ
31980,피에스케이홀딩스,피에스케이홀딩스,KOSDAQ
32080,아즈텍더블유비이,아즈텍WB,KOSDAQ
32190,다우데이타,다우데이타,KOSDAQ
32280,삼일,삼일,KOSDAQ
32300,한국파마,한국파마,KOSDAQ
32350,롯데관광개발 보통주,롯데관광개발,KOSPI
32500,케이엠더블유,케이엠더블유,KOSDAQ
32540,티제이미디어,TJ미디어,KOSDAQ
32560,황금에스티보통주,황금에스티,KOSPI
32580,피델릭스,피델릭스,KOSDAQ
32620,유비케어,유비케어,KOSDAQ
32640,LG유플러스보통주,LG유플러스,KOSPI
32680,소프트센,소프트센,KOSDAQ
32685,소프트센1우선주,소프트센우,KOSDAQ
32750,삼진,삼진,KOSDAQ
32790,비엔지티,BNGT,KOSDAQ
32800,판타지오,판타지오,KOSDAQ
32820,우리기술,우리기술,KOSDAQ
32830,삼성생명보험보통주,삼성생명,KOSPI
32850,비트컴퓨터,비트컴퓨터,KOSDAQ
32860,휴먼엔,휴먼엔,KOSDAQ
32940,원익,원익,KOSDAQ
32960,동일기연,동일기연,KOSDAQ
32980,바이온,바이온,KOSDAQ
33050,제이엠아이,제이엠아이,KOSDAQ
33100,제룡전기,제룡전기,KOSDAQ
33130,디지틀조선일보,디지틀조선,KOSDAQ
33160,엠케이전자,엠케이전자,KOSDAQ
33170,시그네틱스,시그네틱스,KOSDAQ
33180,KH 필룩스보통주,KH 필룩스,KOSPI
33200,모아텍,모아텍,KOSDAQ
33230,인성정보,인성정보,KOSDAQ
33240,자화전자보통주,자화전자,KOSPI
33250,체시스보통주,체시스,KOSPI
33270,한국유나이티드제약 보통주,유나이티드제약,KOSPI
33290,코웰패션,코웰패션,KOSDAQ
33310,엠투엔,엠투엔,KOSDAQ
33320,제이씨현시스템,제이씨현시스템,KOSDAQ
33340,좋은사람들,좋은사람들,KOSDAQ
33500,동성화인텍,동성화인텍,KOSDAQ
33530,세종공업보통주,세종공업,KOSPI
33540,파라텍,파라텍,KOSDAQ
33560,블루콤,블루콤,KOSDAQ
33640,네패스,네패스,KOSDAQ
33780,케이티앤지보통주,KT&G,KOSPI
33790,스카이문스테크놀로지,스카이문스테크놀로지,KOSDAQ
33830,티비씨,티비씨,KOSDAQ
33920,무학보통주,무학,KOSPI
34020,두산에너빌리티보통주,두산에너빌리티,KOSPI
34120,에스비에스보통주,SBS,KOSPI
34220,LG디스플레이보통주,LG디스플레이,KOSPI
34230,파라다이스,파라다이스,KOSDAQ
34300,신세계건설,신세계건설,KOSPI
34310,NICE보통주,NICE,KOSPI
34590,인천도시가스 보통주,인천도시가스,KOSPI
34730,SK보통주,SK,KOSPI
34810,해성산업,해성산업,KOSDAQ
34830,한국토지신탁보통주,한국토지신탁,KOSPI
34940,조아제약,조아제약,KOSDAQ
34950,한국기업평가,한국기업평가,KOSDAQ
35000,지투알보통주,지투알,KOSPI
35080,그래디언트,그래디언트,KOSDAQ
35150,백산보통주,백산,KOSPI
35200,프럼파스트,프럼파스트,KOSDAQ
35250,강원랜드보통주,강원랜드,KOSPI
35290,골드앤에스,골드앤에스,KOSDAQ
35420,NAVER보통주,NAVER,KOSPI
35460,기산텔레콤,기산텔레콤,KOSDAQ
35510,신세계아이앤씨 보통주,신세계 I&C,KOSPI
35600,케이지이니시스,KG이니시스,KOSDAQ
35610,솔본,솔본,KOSDAQ
35620,바른손이앤에이,바른손이앤에이,KOSDAQ
35720,카카오보통주,카카오,KOSPI
35760,씨제이이엔엠,CJ ENM,KOSDAQ
35810,이지홀딩스,이지홀딩스,KOSDAQ
35890,서희건설,서희건설,KOSDAQ
35900,제이와이피엔터테인먼트,JYP Ent.,KOSDAQ
36000,예림당,예림당,KOSDAQ
36010,아비코전자,아비코전자,KOSDAQ
36030,케이티알파,케이티알파,KOSDAQ
36090,위지트,위지트,KOSDAQ
36120,에스씨아이평가정보,SCI평가정보,KOSDAQ
36170,클라우드에어,클라우드에어,KOSDAQ
36180,지더블유바이텍,지더블유바이텍,KOSDAQ
36190,금화피에스시,금화피에스시,KOSDAQ
36200,유니셈,유니셈,KOSDAQ
36420,콘텐트리중앙보통주,콘텐트리중앙,KOSPI
36460,한국가스공사보통주,한국가스공사,KOSPI
36480,대성미생물연구소,대성미생물,KOSDAQ
36530,SNT홀딩스보통주,SNT홀딩스,KOSPI
36540,에스에프에이반도체,SFA반도체,KOSDAQ
36560,영풍정밀,영풍정밀,KOSDAQ
36570,엔씨소프트보통주,엔씨소프트,KOSPI
36580,팜스코보통주,팜스코,KOSPI
36620,감성코퍼레이션,감성코퍼레이션,KOSDAQ
36630,세종텔레콤,세종텔레콤,KOSDAQ
36640,에이치알에스,HRS,KOSDAQ
36670,케이씨아이,KCI,KOSDAQ
36690,코맥스,코맥스,KOSDAQ
36710,심텍홀딩스,심텍홀딩스,KOSDAQ
36800,나이스정보통신,나이스정보통신,KOSDAQ
36810,에프에스티,에프에스티,KOSDAQ
36830,솔브레인홀딩스,솔브레인홀딩스,KOSDAQ
36890,진성티이씨,진성티이씨,KOSDAQ
36930,주성엔지니어링,주성엔지니어링,KOSDAQ
37030,파워넷,파워넷,KOSDAQ
37070,파세코,파세코,KOSDAQ
37230,한국팩키지,한국팩키지,KOSDAQ
37270,와이지플러스보통주,YG PLUS,KOSPI
37330,인지디스플레이,인지디스플레,KOSDAQ
37350,성도이엔지,성도이엔지,KOSDAQ
37370,이지,EG,KOSDAQ
37400,우리엔터프라이즈,우리엔터프라이즈,KOSDAQ
37440,희림종합건축사사무소,희림,KOSDAQ
37460,삼지전자,삼지전자,KOSDAQ
37560,엘지헬로비전보통주,LG헬로비전,KOSPI
37710,광주신세계보통주,광주신세계,KOSPI
37760,쎄니트,쎄니트,KOSDAQ
37950,엘컴텍,엘컴텍,KOSDAQ
38010,제일테크노스,제일테크노스,KOSDAQ
38060,루멘스,루멘스,KOSDAQ
38070,서린바이오사이언스,서린바이오,KOSDAQ
38110,에코플라스틱,에코플라스틱,KOSDAQ
38290,마크로젠,마크로젠,KOSDAQ
38340,유씨아이,UCI,KOSDAQ
38390,레드캡투어,레드캡투어,KOSDAQ
38460,바이오스마트,바이오스마트,KOSDAQ
38500,삼표시멘트,삼표시멘트,KOSDAQ
38530,골드퍼시픽,골드퍼시픽,KOSDAQ
38540,상상인,상상인,KOSDAQ
38620,위즈코프,위즈코프,KOSDAQ
38680,에스넷시스템,에스넷,KOSDAQ
38870,에코바이오홀딩스,에코바이오,KOSDAQ
38880,아이에이,아이에이,KOSDAQ
38950,파인디지털,파인디지털,KOSDAQ
39010,현대에이치티,현대에이치티,KOSDAQ
39020,이건홀딩스,이건홀딩스,KOSDAQ
39030,이오테크닉스,이오테크닉스,KOSDAQ
39130,하나투어보통주,하나투어,KOSPI
39200,오스코텍,오스코텍,KOSDAQ
39240,경남스틸,경남스틸,KOSDAQ
39290,인포뱅크,인포뱅크,KOSDAQ
39310,세중,세중,KOSDAQ
39340,한국경제티브이,한국경제TV,KOSDAQ
39420,케이엘넷,케이엘넷,KOSDAQ
39440,에스티아이,에스티아이,KOSDAQ
39490,키움증권보통주,키움증권,KOSPI
39560,다산네트웍스,다산네트웍스,KOSDAQ
39570,에이치디씨랩스보통주,HDC랩스,KOSPI
39610,화성밸브,화성밸브,KOSDAQ
39740,한국정보공학,한국정보공학,KOSDAQ
39830,오로라월드,오로라,KOSDAQ
39840,디오,디오,KOSDAQ
39860,나노엔텍,나노엔텍,KOSDAQ
39980,리노스,리노스,KOSDAQ
40160,누리플렉스,누리플렉스,KOSDAQ
40300,와이티엔,YTN,KOSDAQ
40350,큐로컴,큐로컴,KOSDAQ
40420,정상제이엘에스,정상제이엘에스,KOSDAQ
40610,에스지엔지,SG&G,KOSDAQ
40910,아이씨디,아이씨디,KOSDAQ
41020,폴라리스오피스,폴라리스오피스,KOSDAQ
41190,우리기술투자,우리기술투자,KOSDAQ
41440,현대에버다임,현대에버다임,KOSDAQ
41460,한국전자인증,한국전자인증,KOSDAQ
41510,에스엠엔터테인먼트,에스엠,KOSDAQ
41520,이라이콤,이라이콤,KOSDAQ
41590,플래스크,플래스크,KOSDAQ
41650,상신브레이크보통주,상신브레이크,KOSPI
41830,인바디,인바디,KOSDAQ
41910,에스텍파마,에스텍파마,KOSDAQ
41920,메디아나,메디아나,KOSDAQ
41930,동아화성,동아화성,KOSDAQ
41960,코미팜,코미팜,KOSDAQ
42000,카페24,카페24,KOSDAQ
42040,케이피엠테크,케이피엠테크,KOSDAQ
42110,에스씨디,에스씨디,KOSDAQ
42370,비츠로테크,비츠로테크,KOSDAQ
42420,네오위즈홀딩스,네오위즈홀딩스,KOSDAQ
42500,링네트,링네트,KOSDAQ
42510,라온시큐어,라온시큐어,KOSDAQ
42520,한스바이오메드,한스바이오메드,KOSDAQ
42600,새로닉스,새로닉스,KOSDAQ
42660,대우조선해양보통주,대우조선해양,KOSPI
42670,현대두산인프라코어보통주,현대두산인프라코어,KOSPI
42700,한미반도체보통주,한미반도체,KOSPI
42940,상지카일룸,상지카일룸,KOSDAQ
43090,한창바이오텍,한창바이오텍,KOSDAQ
43100,솔고바이오메디칼,솔고바이오,KOSDAQ
43150,바텍,바텍,KOSDAQ
43200,파루,파루,KOSDAQ
43220,티에스넥스젠,티에스넥스젠,KOSDAQ
43260,성호전자,성호전자,KOSDAQ
43340,에쎈테크,에쎈테크,KOSDAQ
43360,디지아이,디지아이,KOSDAQ
43370,피에이치에이,피에이치에이,KOSDAQ
43590,크로바하이텍,크로바하이텍,KOSDAQ
43610,지니뮤직,지니뮤직,KOSDAQ
43650,국순당,국순당,KOSDAQ
43710,서울리거,서울리거,KOSDAQ
43910,자연과 환경,자연과환경,KOSDAQ
44060,조광아이엘아이,조광ILI,KOSDAQ
44180,KD,KD,KOSDAQ
44340,위닉스,위닉스,KOSDAQ
44380,주연테크 보통주,주연테크,KOSPI
44450,케이에스에스 해운 보통주,KSS해운,KOSPI
44480,블루베리엔에프티,블루베리 NFT,KOSDAQ
44490,태웅,태웅,KOSDAQ
44780,에이치케이,에이치케이,KOSDAQ
44820,코스맥스비티아이 주식회사 보통주,코스맥스비티아이,KOSPI
44960,이글벳,이글벳,KOSDAQ
45060,오공,오공,KOSDAQ
45100,한양이엔지,한양이엔지,KOSDAQ
45300,성우테크론,성우테크론,KOSDAQ
45340,토탈소프트뱅크,토탈소프트,KOSDAQ
45390,대아티아이,대아티아이,KOSDAQ
45510,정원엔시스,정원엔시스,KOSDAQ
45520,크린앤사이언스,크린앤사이언스,KOSDAQ
45660,에이텍,에이텍,KOSDAQ
45970,코아시아,코아시아,KOSDAQ
46070,코다코,코다코,KOSDAQ
46110,한일네트웍스,한일네트웍스,KOSDAQ
46120,오르비텍,오르비텍,KOSDAQ
46140,에스비에스콘텐츠허브,SBS콘텐츠허브,KOSDAQ
46210,파나진,파나진,KOSDAQ
46310,백금티앤에이,백금T&A,KOSDAQ
46390,삼화네트웍스,삼화네트웍스,KOSDAQ
46440,케이지모빌리언스,KG모빌리언스,KOSDAQ
46890,서울반도체,서울반도체,KOSDAQ
46940,우원개발,우원개발,KOSDAQ
46970,우리로,우리로,KOSDAQ
47040,대우건설보통주,대우건설,KOSPI
47050,포스코인터내셔널보통주,포스코인터내셔널,KOSPI
47080,한빛소프트,한빛소프트,KOSDAQ
47310,파워로직스,파워로직스,KOSDAQ
47400,유니온머티리얼보통주,유니온머티리얼,KOSPI
47560,이스트소프트,이스트소프트,KOSDAQ
47770,코데즈컴바인,코데즈컴바인,KOSDAQ
47810,한국항공우주산업보통주,한국항공우주,KOSPI
47820,초록뱀미디어,초록뱀미디어,KOSDAQ
47920,에이치엘비제약,HLB제약,KOSDAQ
48260,오스템임플란트,오스템임플란트,KOSDAQ
48410,현대바이오사이언스,현대바이오,KOSDAQ
48430,유라테크,유라테크,KOSDAQ
48470,대동스틸,대동스틸,KOSDAQ
48530,인트론바이오테크놀로지,인트론바이오,KOSDAQ
48550,에스엠컬처앤콘텐츠,SM C&C,KOSDAQ
48770,티피씨메카트로닉스,TPC,KOSDAQ
48830,엔피케이,엔피케이,KOSDAQ
48870,시너지이노베이션,시너지이노베이션,KOSDAQ
48910,대원미디어,대원미디어,KOSDAQ
49070,인탑스,인탑스,KOSDAQ
49080,기가레인,기가레인,KOSDAQ
49120,파인디앤씨,파인디앤씨,KOSDAQ
49180,셀루메드,셀루메드,KOSDAQ
49430,코메론,코메론,KOSDAQ
49470,에스지에이,SGA,KOSDAQ
49480,오픈베이스,오픈베이스,KOSDAQ
49520,유아이엘,유아이엘,KOSDAQ
49550,잉크테크,잉크테크,KOSDAQ
49630,재영솔루텍,재영솔루텍,KOSDAQ
49720,고려신용정보,고려신용정보,KOSDAQ
49770,동원F&B보통주,동원F&B,KOSPI
49800,우진플라임 보통주,우진플라임,KOSPI
49830,승일,승일,KOSDAQ
49950,미래컴퍼니,미래컴퍼니,KOSDAQ
49960,쎌바이오텍,쎌바이오텍,KOSDAQ
50090,비케이홀딩스,비케이홀딩스,KOSDAQ
50110,캠시스,캠시스,KOSDAQ
50120,ES큐브,ES큐브,KOSDAQ
50540,한국코퍼레이션,한국코퍼레이션,KOSDAQ
50760,에스폴리텍,에스폴리텍,KOSDAQ
50860,아세아텍,아세아텍,KOSDAQ
50890,쏠리드,쏠리드,KOSDAQ
50960,수산아이앤티,수산아이앤티,KOSDAQ
51160,지어소프트,지어소프트,KOSDAQ
51360,토비스,토비스,KOSDAQ
51370,인터플렉스,인터플렉스,KOSDAQ
51380,피씨디렉트,피씨디렉트,KOSDAQ
51390,와이더블유,YW,KOSDAQ
51490,나라엠앤디,나라엠앤디,KOSDAQ
51500,씨제이프레시웨이,CJ프레시웨이,KOSDAQ
51600,한전KPS 보통주,한전KPS,KOSPI
51630,진양화학보통주,진양화학,KOSPI
51780,큐로홀딩스,큐로홀딩스,KOSDAQ
51900,LG생활건강보통주,LG생활건강,KOSPI
51905,LG생활건강1우선주,LG생활건강우,KOSPI
51910,LG화학보통주,LG화학,KOSPI
51915,LG화학1우선주,LG화학우,KOSPI
51980,중앙디앤엠,중앙디앤엠,KOSDAQ
52020,에스티큐브,에스티큐브,KOSDAQ
52220,아이엠비씨,iMBC,KOSDAQ
52260,현대바이오랜드,현대바이오랜드,KOSDAQ
52300,초록뱀컴퍼니,초록뱀컴퍼니,KOSDAQ
52330,코텍,코텍,KOSDAQ
52400,코나아이,코나아이,KOSDAQ
52420,오성첨단소재,오성첨단소재,KOSDAQ
52460,아이크래프트,아이크래프트,KOSDAQ
52600,한네트,한네트,KOSDAQ
52670,제일바이오,제일바이오,KOSDAQ
52690,한국전력기술 보통주,한전기술,KOSPI
52710,아모텍,아모텍,KOSDAQ
52770,아이톡시,아이톡시,KOSDAQ
52790,액토즈소프트,액토즈소프트,KOSDAQ
52860,아이앤씨테크놀로지,아이앤씨,KOSDAQ
52900,케이엠에이치하이텍,KMH하이텍,KOSDAQ
53030,바이넥스,바이넥스,KOSDAQ
53050,지에스이,지에스이,KOSDAQ
53060,세동,세동,KOSDAQ
53080,원방테크,원방테크,KOSDAQ
53110,소리바다,소리바다,KOSDAQ
53160,프리엠스,프리엠스,KOSDAQ
53210,케이티스카이라이프,스카이라이프,KOSPI
53260,금강철강,금강철강,KOSDAQ
53270,구영테크,구영테크,KOSDAQ
53280,예스이십사,예스24,KOSDAQ
53290,엔이능률,NE능률,KOSDAQ
53300,한국정보인증,한국정보인증,KOSDAQ
53350,이니텍,이니텍,KOSDAQ
53450,세코닉스,세코닉스,KOSDAQ
53580,웹케시,웹케시,KOSDAQ
53590,한국테크놀로지,한국테크놀로지,KOSDAQ
53610,프로텍,프로텍,KOSDAQ
53620,태양,태양,KOSDAQ
53690,한미글로벌건축사사무소보통주,한미글로벌,KOSPI
53700,삼보모터스,삼보모터스,KOSDAQ
53800,안랩,안랩,KOSDAQ
53950,경남제약,경남제약,KOSDAQ
53980,오상자이엘,오상자이엘,KOSDAQ
54040,한국컴퓨터,한국컴퓨터,KOSDAQ
54050,농업회사법인농우바이오,농우바이오,KOSDAQ
54090,삼진엘앤디,삼진엘앤디,KOSDAQ
54180,메디콕스,메디콕스,KOSDAQ
54210,이랜텍,이랜텍,KOSDAQ
54220,비츠로시스,비츠로시스,KOSDAQ
54300,팬스타엔터프라이즈,팬스타엔터프라이즈,KOSDAQ
54410,케이피티유,케이피티유,KOSDAQ
54450,텔레칩스,텔레칩스,KOSDAQ
54540,삼영엠텍,삼영엠텍,KOSDAQ
54620,에이피에스홀딩스,APS홀딩스,KOSDAQ
54630,에이디칩스,에이디칩스,KOSDAQ
54670,대한뉴팜,대한뉴팜,KOSDAQ
54780,키이스트,키이스트,KOSDAQ
54800,아이디스홀딩스,아이디스홀딩스,KOSDAQ
54920,한컴위드,한컴위드,KOSDAQ
54930,유신,유신,KOSDAQ
54940,엑사이엔씨,엑사이엔씨,KOSDAQ
54950,제이브이엠,제이브이엠,KOSDAQ
55490,테이팩스보통주,테이팩스,KOSPI
55550,신한금융지주회사보통주,신한지주,KOSPI
56000,코원플레이,코원플레이,KOSDAQ
56080,유진로봇,유진로봇,KOSDAQ
56090,에디슨이노,에디슨INNO,KOSDAQ
56190,에스에프에이,에스에프에이,KOSDAQ
56360,코위버,코위버,KOSDAQ
56700,신화인터텍,신화인터텍,KOSDAQ
56730,씨앤티85,CNT85,KOSDAQ
57030,와이비엠넷,YBM넷,KOSDAQ
57050,현대홈쇼핑보통주,현대홈쇼핑,KOSPI
57540,옴니시스템,옴니시스템,KOSDAQ
57680,티사이언티픽,티사이언티픽,KOSDAQ
57880,피에이치씨,피에이치씨,KOSDAQ
58110,멕아이씨에스,멕아이씨에스,KOSDAQ
58220,아리온테크놀로지,아리온,KOSDAQ
58400,케이엔엔,KNN,KOSDAQ
58420,제이웨이,제이웨이,KOSDAQ
58430,포스코스틸리온보통주,포스코스틸리온,KOSPI
58450,일야,일야,KOSDAQ
58470,리노공업,리노공업,KOSDAQ
58530,파나케이아,파나케이아,KOSDAQ
58610,에스피지,에스피지,KOSDAQ
58630,엠게임,엠게임,KOSDAQ
58650,세아홀딩스보통주,세아홀딩스,KOSPI
58730,다스코보통주,다스코,KOSPI
58820,CMG제약,CMG제약,KOSDAQ
58850,케이티씨에스보통주,KTcs,KOSPI
58860,케이티아이에스보통주,KTis,KOSPI
58970,엠로,엠로,KOSDAQ
59090,미코,미코,KOSDAQ
59100,아이컴포넌트,아이컴포넌트,KOSDAQ
59120,아진엑스텍,아진엑스텍,KOSDAQ
59210,메타바이오메드,메타바이오메드,KOSDAQ
59270,해성티피씨,해성티피씨,KOSDAQ
60150,인선이엔티,인선이엔티,KOSDAQ
60230,소니드,소니드,KOSDAQ
60240,룽투코리아,룽투코리아,KOSDAQ
60250,엔에이치엔한국사이버결제,NHN한국사이버결제,KOSDAQ
60260,뉴보텍,뉴보텍,KOSDAQ
60280,큐렉소,큐렉소,KOSDAQ
60300,레드로버,레드로버,KOSDAQ
